,,,,,,,,,,,,,
Overlap Results,,,,,,,,,,,,
,,,,,,,,,,,,,
Collection(s):,"C1, C2, C3, C4, C5, C6, C7, H",,,,,,,,,,,
# overlaps shown:,10,,,,,,,,,,,
# genesets in collections:,25724,,,,,,,,,,,
# genes in comparison (n):,1105,,,,,,,,,,,
# genes in universe (N):,38404,,,,,,,,,,,
,,,,,,,,,,,,,
Gene Set Name,# Genes in Gene Set (K),Description,# Genes in Overlap (k),k/K,p-value,FDR q-value,,,,,,
56978,PRDM8,PR/SET domain 8 [Source:HGNC Symbol;Acc:HGNC:13993],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
84059,ADGRV1,adhesion G protein-coupled receptor V1 [Source:HGNC Symbol;Acc:HGNC:17416],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
3680,ITGA9,integrin subunit alpha 9 [Source:HGNC Symbol;Acc:HGNC:6145],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
55971,BAIAP2L1,BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
164633,CABP7,calcium binding protein 7 [Source:HGNC Symbol;Acc:HGNC:20834],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
200150,PLD5,phospholipase D family member 5 [Source:HGNC Symbol;Acc:HGNC:26879],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
11226,GALNT6,polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
342865,VSTM2B,V-set and transmembrane domain containing 2B [Source:HGNC Symbol;Acc:HGNC:33595],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
9531,BAG3,BCL2 associated athanogene 3 [Source:HGNC Symbol;Acc:HGNC:939],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
79822,ARHGAP28,Rho GTPase activating protein 28 [Source:HGNC Symbol;Acc:HGNC:25509],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
4055,LTBR,lymphotoxin beta receptor [Source:HGNC Symbol;Acc:HGNC:6718],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
342527,SMTNL2,smoothelin like 2 [Source:HGNC Symbol;Acc:HGNC:24764],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
57464,STRIP2,striatin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:22209],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
162073,ITPRIPL2,ITPRIP like 2 [Source:HGNC Symbol;Acc:HGNC:27257],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
54621,VSIG10,V-set and immunoglobulin domain containing 10 [Source:HGNC Symbol;Acc:HGNC:26078],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
92922,CCDC102A,coiled-coil domain containing 102A [Source:HGNC Symbol;Acc:HGNC:28097],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
346689,KLRG2,killer cell lectin like receptor G2 [Source:HGNC Symbol;Acc:HGNC:24778],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
333926,PPM1J,"protein phosphatase, Mg2+/Mn2+ dependent 1J [Source:HGNC Symbol;Acc:HGNC:20785]",MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
23620,NTSR2,neurotensin receptor 2 [Source:HGNC Symbol;Acc:HGNC:8040],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
83543,AIF1L,allograft inflammatory factor 1 like [Source:HGNC Symbol;Acc:HGNC:28904],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
56475,RPRM,"reprimo, TP53 dependent G2 arrest mediator homolog [Source:HGNC Symbol;Acc:HGNC:24201]",MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
92369,SPSB4,splA/ryanodine receptor domain and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:30630],MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,,,,,,,,,
3725,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]",,BENPORATH_EED_TARGETS,HALLMARK_TNFA_SIGNALING_VIA_NFKB,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,AMIT_EGF_RESPONSE_40_HELA,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
7832,BTG2,BTG anti-proliferation factor 2 [Source:HGNC Symbol;Acc:HGNC:1131],,BENPORATH_EED_TARGETS,HALLMARK_TNFA_SIGNALING_VIA_NFKB,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,AMIT_EGF_RESPONSE_40_HELA,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
2353,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]",,BENPORATH_EED_TARGETS,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
2626,GATA4,GATA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:4173],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
26257,NKX2-8,NK2 homeobox 8 [Source:HGNC Symbol;Acc:HGNC:16364],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
3213,HOXB3,homeobox B3 [Source:HGNC Symbol;Acc:HGNC:5114],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
3217,HOXB7,homeobox B7 [Source:HGNC Symbol;Acc:HGNC:5118],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
3212,HOXB2,homeobox B2 [Source:HGNC Symbol;Acc:HGNC:5113],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
159296,NKX2-3,NK2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:7836],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
5308,PITX2,paired like homeodomain 2 [Source:HGNC Symbol;Acc:HGNC:9005],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
3195,TLX1,T cell leukemia homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5056],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
339488,TFAP2E,transcription factor AP-2 epsilon [Source:HGNC Symbol;Acc:HGNC:30774],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
6473,SHOX,short stature homeobox [Source:HGNC Symbol;Acc:HGNC:10853],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
4861,NPAS1,neuronal PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:7894],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
2304,FOXE1,forkhead box E1 [Source:HGNC Symbol;Acc:HGNC:3806],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
3216,HOXB6,homeobox B6 [Source:HGNC Symbol;Acc:HGNC:5117],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
3218,HOXB8,homeobox B8 [Source:HGNC Symbol;Acc:HGNC:5119],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
200350,FOXD4L1,forkhead box D4 like 1 [Source:HGNC Symbol;Acc:HGNC:18521],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
117154,DACH2,dachshund family transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16814],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,BENPORATH_SUZ12_TARGETS,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
57057,TBX20,T-box transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11598],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
222546,RFX6,regulatory factor X6 [Source:HGNC Symbol;Acc:HGNC:21478],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
51513,ETV7,ETS variant transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18160],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,
59336,PRDM13,PR/SET domain 13 [Source:HGNC Symbol;Acc:HGNC:13998],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,,,,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
89780,WNT3A,Wnt family member 3A [Source:HGNC Symbol;Acc:HGNC:15983],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,,,BENPORATH_SUZ12_TARGETS,,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
3303,HSPA1A,heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,,,,,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
2555,GABRA2,gamma-aminobutyric acid type A receptor alpha2 subunit [Source:HGNC Symbol;Acc:HGNC:4076],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
774,CACNA1B,calcium voltage-gated channel subunit alpha1 B [Source:HGNC Symbol;Acc:HGNC:1389],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
56901,NDUFA4L2,NDUFA4 mitochondrial complex associated like 2 [Source:HGNC Symbol;Acc:HGNC:29836],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
22943,DKK1,dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:2891],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
340665,CYP26C1,cytochrome P450 family 26 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:20577],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
51673,TPPP3,tubulin polymerization promoting protein family member 3 [Source:HGNC Symbol;Acc:HGNC:24162],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
89876,MAATS1,MYCBP associated and testis expressed 1 [Source:HGNC Symbol;Acc:HGNC:24010],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
7200,TRH,thyrotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:12298],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
57393,CLTRN,"collectrin, amino acid transport regulator [Source:HGNC Symbol;Acc:HGNC:29437]",,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
114788,CSMD3,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
8715,NOL4,nucleolar protein 4 [Source:HGNC Symbol;Acc:HGNC:7870],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
256586,LYSMD2,LysM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28571],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
140578,CHODL,chondrolectin [Source:HGNC Symbol;Acc:HGNC:17807],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
1825,DSC3,desmocollin 3 [Source:HGNC Symbol;Acc:HGNC:3037],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
1608,DGKG,diacylglycerol kinase gamma [Source:HGNC Symbol;Acc:HGNC:2853],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
203111,ERICH5,glutamate rich 5 [Source:HGNC Symbol;Acc:HGNC:26823],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
57795,BRINP2,BMP/retinoic acid inducible neural specific 2 [Source:HGNC Symbol;Acc:HGNC:13746],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
24141,LAMP5,lysosomal associated membrane protein family member 5 [Source:HGNC Symbol;Acc:HGNC:16097],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
326343,MT1DP,"metallothionein 1D, pseudogene [Source:HGNC Symbol;Acc:HGNC:7396]",,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
1005,CDH7,cadherin 7 [Source:HGNC Symbol;Acc:HGNC:1766],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
349152,DPY19L2P2,DPY19L2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:21764],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
55061,SUSD4,sushi domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25470],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
283212,KLHL35,kelch like family member 35 [Source:HGNC Symbol;Acc:HGNC:26597],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,BENPORATH_SUZ12_TARGETS,,
2561,GABRB2,gamma-aminobutyric acid type A receptor beta2 subunit [Source:HGNC Symbol;Acc:HGNC:4082],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,,,
3304,HSPA1B,heat shock protein family A (Hsp70) member 1B [Source:HGNC Symbol;Acc:HGNC:5233],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,,,
7039,TGFA,transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,,,
154215,NKAIN2,sodium/potassium transporting ATPase interacting 2 [Source:HGNC Symbol;Acc:HGNC:16443],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,,,
54898,ELOVL2,ELOVL fatty acid elongase 2 [Source:HGNC Symbol;Acc:HGNC:14416],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,,,
51299,NRN1,neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972],,BENPORATH_EED_TARGETS,,BENPORATH_ES_WITH_H3K27ME3,,,,,,
80000,GREB1L,GREB1 like retinoic acid receptor coactivator [Source:HGNC Symbol;Acc:HGNC:31042],,BENPORATH_EED_TARGETS,,,,,,BENPORATH_SUZ12_TARGETS,,
27344,PCSK1N,proprotein convertase subtilisin/kexin type 1 inhibitor [Source:HGNC Symbol;Acc:HGNC:17301],,BENPORATH_EED_TARGETS,,,,,,BENPORATH_SUZ12_TARGETS,,
127687,C1orf122,chromosome 1 open reading frame 122 [Source:HGNC Symbol;Acc:HGNC:24789],,BENPORATH_EED_TARGETS,,,,,,BENPORATH_SUZ12_TARGETS,,
658,BMPR1B,bone morphogenetic protein receptor type 1B [Source:HGNC Symbol;Acc:HGNC:1077],,BENPORATH_EED_TARGETS,,,,,,,,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
9863,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18957]",,BENPORATH_EED_TARGETS,,,,,,,,
80199,FUZ,fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219],,BENPORATH_EED_TARGETS,,,,,,,,
136288,C7orf57,chromosome 7 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:22247],,BENPORATH_EED_TARGETS,,,,,,,,
2913,GRM3,glutamate metabotropic receptor 3 [Source:HGNC Symbol;Acc:HGNC:4595],,BENPORATH_EED_TARGETS,,,,,,,,
79852,EPHX3,epoxide hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:23760],,BENPORATH_EED_TARGETS,,,,,,,,
9788,MTSS1,MTSS I-BAR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20443],,BENPORATH_EED_TARGETS,,,,,,,,
157378,TMEM65,transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203],,BENPORATH_EED_TARGETS,,,,,,,,
2519,FUCA2,alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008],,BENPORATH_EED_TARGETS,,,,,,,,
55954,ZMAT5,zinc finger matrin-type 5 [Source:HGNC Symbol;Acc:HGNC:28046],,BENPORATH_EED_TARGETS,,,,,,,,
147015,DHRS13,dehydrogenase/reductase 13 [Source:HGNC Symbol;Acc:HGNC:28326],,BENPORATH_EED_TARGETS,,,,,,,,
22981,NINL,ninein like [Source:HGNC Symbol;Acc:HGNC:29163],,BENPORATH_EED_TARGETS,,,,,,,,
3164,NR4A1,nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,AMIT_EGF_RESPONSE_40_HELA,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
3726,JUNB,"JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]",,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,AMIT_EGF_RESPONSE_40_HELA,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
1958,EGR1,early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238],,,HALLMARK_TNFA_SIGNALING_VIA_NFKB,,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,AMIT_EGF_RESPONSE_40_HELA,,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
